iter	RMSE
238	0.000131039931
239	0.0001268879015
240	0.0001238996982
241	0.0001210109003
242	0.0001182181706
243	0.0001156583402
244	0.000112536513
245	0.000110157705
246	0.0001066964385
247	0.0001041866606
248	0.0001019966688
249	9.962803775e-05
250	9.743996308e-05
251	9.485093757e-05
252	9.211240524e-05
253	8.999877644e-05
254	8.749657952e-05
255	8.561710286e-05
256	8.357116289e-05
257	8.139989498e-05
258	7.966512983e-05
259	7.707903906e-05
260	7.504007433e-05
261	7.29786016e-05
262	7.107655997e-05
263	6.914695866e-05
264	6.729079728e-05
265	6.591765936e-05
266	6.458849262e-05
267	6.304421509e-05
268	6.155103982e-05
269	5.977737206e-05
270	5.798304388e-05
271	5.648076168e-05
272	5.477449272e-05
273	5.332143481e-05
274	5.185714373e-05
275	5.039460374e-05
276	4.889188549e-05
277	4.756559755e-05
278	4.65212389e-05
279	4.549378777e-05
280	4.444819515e-05
281	4.30599613e-05
282	4.178089386e-05
283	4.055325665e-05
284	3.948424003e-05
285	3.833556379e-05
286	3.75134581e-05
287	3.668865061e-05
288	3.568178217e-05
289	3.460494054e-05
290	3.369661065e-05
291	3.271714669e-05
292	3.191357141e-05
293	3.102401498e-05
294	3.033834957e-05
295	2.957097525e-05
296	2.871924599e-05
297	2.795191398e-05
298	2.71606317e-05
299	2.632758283e-05
300	2.574554065e-05
301	2.508708738e-05
302	2.435784931e-05
303	2.380087675e-05
304	2.307073842e-05
305	2.257077005e-05
306	2.209186404e-05
307	2.159948431e-05
308	2.099126999e-05
309	2.041408985e-05
310	1.999095361e-05
311	1.957085979e-05
312	1.908284029e-05
313	1.869793195e-05
314	1.828606018e-05
315	1.777284224e-05
316	1.740424964e-05
317	1.68839747e-05
318	1.636679176e-05
319	1.588821404e-05
320	1.541560769e-05
321	1.498319828e-05
322	1.463061702e-05
323	1.420662851e-05
324	1.39415914e-05
325	1.350488346e-05
326	1.312249337e-05
327	1.278672114e-05
328	1.242852753e-05
329	1.214052496e-05
330	1.178390792e-05
331	1.151477354e-05
332	1.127239667e-05
333	1.103975864e-05
334	1.077989588e-05
335	1.046111179e-05
336	1.024829383e-05
337	1.004395643e-05
338	9.861928775e-06
339	9.60180055e-06
340	9.396741592e-06
341	9.199603915e-06
342	8.972802932e-06
343	8.710342748e-06
344	8.469788731e-06
345	8.294126227e-06
346	8.08347861e-06
347	7.918717315e-06
348	7.760388528e-06
349	7.55464924e-06
350	7.315231525e-06
351	7.077822621e-06
352	6.874315321e-06
353	6.674998198e-06
354	6.544333954e-06
355	6.316399909e-06
356	6.13656628e-06
357	5.950347474e-06
358	5.785660977e-06
359	5.673429916e-06
360	5.457262151e-06
361	5.312643496e-06
362	5.136562391e-06
363	4.994436428e-06
364	4.826573245e-06
365	4.724328122e-06
366	4.626057771e-06
367	4.474069355e-06
368	4.328098949e-06
369	4.21580724e-06
370	4.084340642e-06
371	3.968805711e-06
372	3.858395638e-06
373	3.74799092e-06
374	3.650742774e-06
375	3.557906775e-06
376	3.482099644e-06
377	3.393155427e-06
378	3.307412368e-06
379	3.192491105e-06
380	3.113317887e-06
381	3.056496057e-06
382	2.988363136e-06
383	2.917747438e-06
384	2.830865758e-06
385	2.779939778e-06
386	2.709524567e-06
387	2.635467566e-06
388	2.566449774e-06
389	2.490642603e-06
390	2.445944706e-06
391	2.387968964e-06
392	2.311386412e-06
393	2.255424115e-06
394	2.215560027e-06
395	2.16392179e-06
396	2.095093445e-06
397	2.044791163e-06
398	1.996113402e-06
399	1.935545069e-06
400	1.902177114e-06
401	1.841179021e-06
402	1.784909287e-06
403	1.768231739e-06
404	1.715886143e-06
405	1.665913892e-06
406	1.638123133e-06
407	1.589642759e-06
408	1.56366466e-06
409	1.514790041e-06
410	1.475659539e-06
411	1.438681311e-06
412	1.394319061e-06
413	1.355947039e-06
414	1.316575529e-06
415	1.281532181e-06
416	1.24545382e-06
417	1.211652509e-06
418	1.179977053e-06
419	1.142978067e-06
420	1.10556715e-06
421	1.076237042e-06
422	1.044070892e-06
423	1.018602007e-06
424	9.819180963e-07
425	9.67051612e-07
426	9.37014244e-07
427	9.028832062e-07
428	8.797702495e-07
429	8.483193252e-07
430	8.276155575e-07
431	8.21898661e-07
432	7.97203283e-07
433	7.740381417e-07
434	7.519092664e-07
435	7.315863987e-07
436	7.111112243e-07
437	6.914579988e-07
438	6.710478255e-07
439	6.513999131e-07
440	6.324859913e-07
441	6.130559444e-07
442	5.953651616e-07
443	5.783360182e-07
444	5.609067402e-07
445	5.452968453e-07
446	5.302597994e-07
447	5.154559914e-07
448	5.013672022e-07
449	4.893782617e-07
450	4.769550501e-07
451	4.656630198e-07
452	4.546062181e-07
453	4.441841363e-07
454	4.309658208e-07
455	4.186176858e-07
456	4.076227747e-07
457	3.960483314e-07
458	3.855370598e-07
459	3.753478664e-07
460	3.636541406e-07
461	3.540857855e-07
462	3.448969013e-07
463	3.342829798e-07
464	3.241316745e-07
465	3.144212336e-07
466	3.056416164e-07
467	2.974024612e-07
468	2.882115889e-07
469	2.810713107e-07
470	2.740636803e-07
471	2.648824458e-07
472	2.583094895e-07
473	2.497493174e-07
474	2.435826632e-07
475	2.365064321e-07
476	2.30717923e-07
477	2.236919883e-07
478	2.182930815e-07
479	2.128041682e-07
480	2.077211848e-07
481	2.028105862e-07
482	1.977713901e-07
483	1.93148658e-07
484	1.884514385e-07
485	1.822543134e-07
486	1.779933068e-07
487	1.72970183e-07
488	1.675204341e-07
489	1.631844795e-07
490	1.589389277e-07
491	1.542107301e-07
492	1.502180341e-07
493	1.461120014e-07
494	1.423460592e-07
495	1.386837298e-07
496	1.347135448e-07
497	1.308981642e-07
498	1.27415386e-07
499	1.238203358e-07
